"","avg_2018","avg_2019","bar_name","municipal","avg_2018_percent","avg_2019_percent"
"3615",0,0,"Bus Grove St @ Florence Ave","Melrose",0,0
"3616",0.5,1.1,"Bus Grove St @ Swains Pond Ave","Melrose",0,0
"3617",0.4,1,"Bus Laurel St @ Sixth St","Melrose",0,0
"3618",0,0,"Bus 167 Laurel St","Melrose",0,0
"3619",0,0.1,"Bus 183 Laurel St","Melrose",0,0
"3620",0,0,"Bus 229 Laurel St","Melrose",0,0
"3621",0,0,"Bus Laurel St @ Sycamore Rd","Melrose",0,0
"3622",0.1,0,"Bus Waverly Ave @ Simonds Rd","Melrose",0,0
"3623",0,0.1,"Bus Upham St @ East St","Melrose",0,0
"3624",0.3,0.3,"Bus Upham St @ Hillcrest Ave","Melrose",0,0
"3625",0,0,"Bus Upham St @ Lincoln St","Melrose",0,0
"3626",0.3,0,"Bus Upham St @ Stratford Rd","Melrose",0,0
"3627",0,0,"Bus Upham St @ Bellevue Ave","Melrose",0,0
"3628",2.1,1,"Bus Upham St @ Main St","Melrose",0,0
"3629",0,0,"Bus Franklin St @ Pratt St","Melrose",0,0
"3630",1.5,0.4,"Bus Franklin St @ Greenwood St","Melrose",0,0
"3631",0.2,0,"Bus Franklin St @ Apthorp Rd","Melrose",0,0
"3632",0,0.2,"Bus Franklin St @ Woodland Ave","Melrose",0,0
"3633",0.6,0.9,"Bus Franklin St @ Botolph St","Melrose",0,0
"3634",3.6,3.7,"Bus Walton Pk @ South Ave","Melrose",0,0
"3635",0.3,0.5,"Bus Walton Pk @ Orris St","Melrose",0,0
"3636",4.6,1.5,"Bus Washington St @ Clifton St","Malden",0,0
"3637",0.5,0.3,"Bus Washington St opp Francis St","Malden",0,0
"3638",0.2,3.4,"Bus 349 Washington St","Malden",0,0
"3639",0,0,"Bus 377 Washington St","Malden",0,0
"3640",24.7,32.2,"Bus Wyoming Ave opp Cleveland St","Melrose",0,0
"3641",14.1,17,"Bus Wyoming Ave @ Florence St","Melrose",0,0
"3642",11.7,10.6,"Bus Wyoming Ave @ Cottage St","Melrose",0,0
"3643",28.2,24.8,"Bus Wyoming Ave @ Pleasant St","Melrose",0,0
"3644",18.4,13.7,"Bus Pleasant St @ Everett St","Melrose",0,0
"3645",9.3,10.3,"Bus Pleasant St @ Frances St","Melrose",0,0
"3646",5.1,6.9,"Bus Pleasant St @ Gould St","Melrose",0,0
"3647",20.7,19.6,"Bus Pleasant St @ Converse Ln","Melrose",0,0
"3648",15.6,10.1,"Bus Pleasant St @ Washington St","Melrose",0,0
"3649",2.8,2,"Bus Washington St @ Brazil St","Melrose",0,0
"3650",0.5,0.6,"Bus Washington St @ Glen Rock Rd","Malden",0,0
"3651",3.4,4.4,"Bus Washington St opp Oak Grove Sta","Malden",0,0
"3652",0.1,0.6,"Bus Washington St @ Grove St","Malden",0,0
"3653",0.3,1,"Bus Washington St @ Francis St","Malden",0,0
"3654",493,475,"Bus Poplar St @ South St","Boston",0.1,0.1
"3655",105.9,106.1,"Bus New Derby St opp Klop Alley","Salem",0,0
"3656",58.4,60.6,"Bus Lafayette St @ Harbor St","Salem",0,0
"3657",54.7,46.7,"Bus Lafayette St @ Cedar St","Salem",0,0
"3658",6.8,4.8,"Bus Lafayette St @ Hancock St","Salem",0,0
"3659",16.7,14.3,"Bus Lafayette St @ Holly St","Salem",0,0
"3660",6,3.3,"Bus Lafayette St @ Laurel St","Salem",0,0
"3661",11.5,14.2,"Bus Lafayette St @ Ocean Ave","Salem",0,0
"3662",11.4,10.7,"Bus Lafayette St @ Forest Ave","Salem",0,0
"3663",0.2,0.1,"Bus Lafayette St @ Loring Ave","Salem",0,0
"3664",25.8,30,"Bus Loring Ave @ Linden St","Salem",0,0
"3665",44.6,43.9,"Bus Loring Ave opp Rainbow Terr","Salem",0,0
"3666",35.4,32.3,"Bus Loring Ave opp Raymond Rd","Salem",0,0
"3667",15.3,15.1,"Bus Loring Ave @ Sumner Rd","Salem",0,0
"3668",3.4,1.7,"Bus Loring Ave @ Pickman Rd","Salem",0,0
"3669",8.5,8.7,"Bus Loring Ave opp Lincoln Rd","Salem",0,0
"3670",0.4,0.6,"Bus Loring Ave opp Leggs Hill Rd","Salem",0,0
"3671",0.6,0.3,"Bus Loring Ave @ Riverview St","Salem",0,0
"3672",0.2,0.4,"Bus 446 Loring Ave","Salem",0,0
"3673",0.8,0.3,"Bus Loring Ave @ Intervale Rd","Salem",0,0
"3674",2.3,4,"Bus Loring Ave @ Cedar Ave","Salem",0,0
"3675",12.5,14.6,"Bus Loring Ave @ Vinnin St","Salem",0,0
"3676",24.1,23.6,"Bus Essex St @ Swampscott Mall","Swampscott",0,0
"3677",2.8,4.7,"Bus Essex St opp Ryan Pl","Swampscott",0,0
"3678",0,0.2,"Bus Opp 399 Essex St","Swampscott",0,0
"3679",2,3.3,"Bus Essex St @ Stetson Ave","Swampscott",0,0
"3680",0.1,0.2,"Bus 262 Essex St","Swampscott",0,0
"3681",1.5,0.8,"Bus Essex St @ Burpee Rd","Swampscott",0,0
"3682",3,1.3,"Bus Essex St @ Cherry St","Swampscott",0,0
"3683",5.8,2.7,"Bus 13 Essex St","Lynn",0,0
"3684",23.8,36.4,"Bus Essex St @ Eastern Ave","Lynn",0,0
"3685",32.1,35.2,"Bus Essex St @ Empire St","Lynn",0,0
"3686",10.1,8.6,"Bus 141 Essex St","Lynn",0,0
"3687",12.9,14.7,"Bus Essex St @ Porter St","Lynn",0,0
"3688",65.3,59.4,"Bus Essex St @ Chatham St","Lynn",0,0
"3689",38.4,35.8,"Bus Essex St @ Fayette St","Lynn",0,0
"3690",11.1,12,"Bus Essex St @ Fayette St","Lynn",0,0
"3691",30.4,34.1,"Bus Essex St @ Chatham St","Lynn",0,0
"3692",6.4,6.5,"Bus Essex St opp Porter St","Lynn",0,0
"3693",13.7,13.4,"Bus Essex St @ Empire St","Lynn",0,0
"3694",14,11.9,"Bus Essex St @ Eastern Ave","Lynn",0,0
"3695",5.8,6.7,"Bus 12 Essex St","Lynn",0,0
"3696",1.1,1.9,"Bus Essex St @ Essex Ave","Swampscott",0,0
"3697",4.5,6.1,"Bus Essex St @ Burrill St","Swampscott",0,0
"3698",3.9,3.5,"Bus Essex St @ Elm Pl","Swampscott",0,0
"3699",0.9,0.6,"Bus 253 Essex St","Swampscott",0,0
"3700",0.9,0.3,"Bus Essex St @ Stetson Ave","Swampscott",0,0
"3701",0.7,0.5,"Bus Essex St @ Eastman Ave","Swampscott",0,0
"3702",0.1,0.1,"Bus Essex St @ Alvin Rd","Swampscott",0,0
"3703",0.2,0,"Bus Essex St @ Ryan Pl","Swampscott",0,0
"3704",16.7,21.1,"Bus Essex St @ Swampscott Mall","Swampscott",0,0
"3705",7.7,11.3,"Bus Loring Ave @ Vinnin St","Salem",0,0
"3706",9.5,9.2,"Bus Loring Ave @ Maple Ave","Salem",0,0
"3707",0.3,0.7,"Bus Loring Ave @ Chandler Rd","Salem",0,0
"3708",0.3,0,"Bus Opp 494 Loring Ave","Salem",0,0
"3709",0.1,0.2,"Bus Opp 446 Loring Ave","Salem",0,0
"3710",0,0.7,"Bus Loring Ave opp Riverview St","Salem",0,0
"3711",0.3,0.4,"Bus Loring Ave @ Leggs Hill Rd","Salem",0,0
"3712",3.8,2.9,"Bus Loring Ave @ Lincoln Rd","Salem",0,0
"3713",1,0.8,"Bus Loring Ave @ Grant Rd","Salem",0,0
"3714",1.7,0.4,"Bus Loring Ave @ Monroe Rd","Salem",0,0
"3715",0.6,1,"Bus Loring Ave @ Sumner Rd","Salem",0,0
"3716",1.3,2.1,"Bus Loring Ave opp Jefferson Ave","Salem",0,0
"3717",4.6,10.4,"Bus Loring Ave @ Raymond Rd","Salem",0,0
"3718",9.3,9.6,"Bus Loring Ave @ Rainbow Terr","Salem",0,0
"3719",3.8,7.8,"Bus Opp 352 Lafayette St","Salem",0,0
"3720",3.3,3.3,"Bus Lafayette St @ Clifton Ave","Salem",0,0
"3721",1.6,5.9,"Bus Lafayette St @ Ocean Ave","Salem",0,0
"3722",1.8,2.6,"Bus Lafayette St @ Willow Ave","Salem",0,0
"3723",2.5,5.1,"Bus Lafayette St @ Leach St","Salem",0,0
"3724",2.3,2,"Bus Lafayette St @ Saltonstall Pkwy","Salem",0,0
"3725",3.9,4.8,"Bus New Derby St @ Klopp Alley","Salem",0,0
"3726",18.9,15.7,"Bus Park Ave @ Wollaston Ave","Arlington",0,0
"3727",13.9,10.8,"Bus Park Ave @ Appleton St","Arlington",0,0
"3728",10.6,9.4,"Bus Park Ave @ Florence Ave","Arlington",0,0
"3729",6.1,8.7,"Bus Park Ave @ Oakland Ave","Arlington",0,0
"3730",8.2,4.7,"Bus Main St @ Pierce Memorial Dr","Saugus",0,0
"3731",0,0,"Bus Main St @ Kennedy Dr","Saugus",0,0
"3732",0,0,"Bus Main St @ Vine St","Saugus",0,0
"3733",9.6,8.8,"Bus Central St @ Columbus Ave","Saugus",0,0
"3734",4.5,8,"Bus 329 Central St opp Jasper St","Saugus",0,0
"3735",19.8,16.8,"Bus Park Ave @ Cedar Ave","Arlington",0,0
"3736",0,0.1,"Bus Central St @ Jasper St","Saugus",0,0
"3737",0.7,1.8,"Bus Malden St @ Stark Ave","Revere",0,0
"3738",0.7,0.5,"Bus Malden St @ Patriot Pkwy","Revere",0,0
"3739",0.5,0.4,"Bus Malden St @ Conant St","Revere",0,0
"3740",2.5,0.4,"Bus Malden St @ Newman St","Revere",0,0
"3741",0,0.2,"Bus Malden St @ Steeple St","Revere",0,0
"3742",1.2,1.4,"Bus Malden St @ Charger St","Revere",0,0
"3743",4,6.6,"Bus Malden St @ Gore Rd","Revere",0,0
"3744",1.1,1.4,"Bus Malden St @ Derby Rd","Revere",0,0
"3745",2.2,1.7,"Bus Malden St @ Keayne St","Revere",0,0
"3746",1.4,1.9,"Bus Malden St @ Stevens St","Revere",0,0
"3747",0.5,2.4,"Bus Malden St @ Washington Ave","Revere",0,0
"3748",0.1,1.6,"Bus Washington Ave opp Brookdale St","Revere",0,0
"3749",299.2,299.2,"Bus Northgate Shopping Ctr - Shopping Mall","Revere",0,0
"3750",7.3,5.4,"Bus Washington Ave @ Brookdale St","Revere",0,0
"3751",11.3,10.3,"Bus Malden St @ Lucia Ave","Revere",0,0
"3752",30.9,33.5,"Bus Malden St @ Geneva St","Revere",0,0
"3753",22,24.8,"Bus Malden St opp Derby Rd","Revere",0,0
"3754",28.9,33,"Bus Malden St @ Roland Rd","Revere",0,0
"3755",3.3,0,"Bus Malden St @ Kingman Av","Revere",0,0
"3756",2.5,0.5,"Bus Malden St @ South St","Revere",0,0
"3757",2.3,1.8,"Bus Malden St opp Patriot Pkwy","Revere",0,0
"3758",3.7,1.8,"Bus Malden St opp Stark Ave","Revere",0,0
"3759",58.1,35.9,"Bus Beach St @ Lawrence St","Malden",0,0
"3760",20.9,17.6,"Bus Beach St @ Clapp St","Malden",0,0
"3761",55.8,46.3,"Bus Salem St opp Bellvale St","Malden",0,0
"3762",2.2,2.9,"Bus Orient Ave @ Selma St","Boston",0,0
"3763",8.5,6.7,"Bus High St @ Essex St","Medford",0,0
"3764",12.1,9.1,"Bus High St @ Woburn St","Medford",0,0
"3765",8,14.4,"Bus High St @ Mystic St","Medford",0,0
"3766",18.1,20.1,"Bus High St @ Allston St","Medford",0,0
"3767",30.2,27.3,"Bus High St @ Warren St - W Medford Sq","Medford",0,0
"3768",3.7,5.7,"Bus Playstead Rd @ Irving St - W Medford Sta","Medford",0,0
"3769",0.9,0,"Bus Playstead Rd @ Madison St","Medford",0,0
"3770",0.4,0,"Bus Playstead Rd @ Clewley Rd","Medford",0,0
"3771",0.1,0,"Bus Playstead Rd @ Dianne Rd","Medford",0,0
"3772",0,0,"Bus Playstead Rd @ Osborne Rd","Medford",0,0
"3773",44.2,34.9,"Bus Playstead Rd @ Winthrop St - W Medford Sq","Medford",0,0
"3774",10.3,7.8,"Bus Playstead Rd opp Osborne Rd","Medford",0,0
"3775",19.8,9.2,"Bus Playstead Rd @ Roberts Rd","Medford",0,0
"3776",19.8,10.5,"Bus Playstead Rd opp Clewley Rd","Medford",0,0
"3777",13.4,6.2,"Bus Playstead Rd opp Madison St","Medford",0,0
"3778",88.8,82.6,"Bus High St @ Canal St - W Medford Sq","Medford",0,0
"3779",39.8,41.1,"Bus High St @ Allston St","Medford",0,0
"3780",17.8,12.1,"Bus High St @ Mystic St","Medford",0,0
"3781",17.5,11.3,"Bus High St @ Hastings Ln","Medford",0,0
"3782",10.7,10.7,"Bus 238 High St opp Essex St","Medford",0,0
"3783",58.8,50.7,"Bus High St @ Winthrop St - Winthrop Circle","Medford",0,0
"3784",39,32.7,"Bus High St opp Powder House Rd","Medford",0,0
"3785",73.7,55.2,"Bus High St opp Governors Ave","Medford",0,0
"3786",211.8,220.5,"Bus River St @ Way St","Boston",0,0
"3787",62,56.6,"Bus River St @ West St","Boston",0,0
"3788",101,121.6,"Bus River St @ Metropolitan Ave","Boston",0,0
"3789",80.8,90.1,"Bus 900 River St","Boston",0,0
"3790",142.9,141.3,"Bus River St opp Wood Ave","Boston",0,0
"3791",90.2,77.6,"Bus River St @ Wachusett St","Boston",0,0
"3792",18.5,25.8,"Bus River St @ Mattakeeset St","Boston",0,0
"3793",15,19.2,"Bus River St @ Blue Hill Ave","Boston",0,0
"3794",391.3,366.1,"Bus River St @ Cummings Hwy","Boston",0,0
"3795",26.1,21.4,"Bus River St @ Caton St","Boston",0,0
"3796",33.6,29.4,"Bus River St opp Massasoit St","Boston",0,0
"3797",16.4,17.2,"Bus River St @ Tileston St","Boston",0,0
"3798",44.7,49.7,"Bus River St @ Wood Ave","Boston",0,0
"3799",74,75.7,"Bus River St @ Reddy Ave","Boston",0,0
"3800",14.2,14.8,"Bus River St @ Huntington Ave","Boston",0,0
"3801",37.9,49.7,"Bus River St @ Metropolitan Ave","Boston",0,0
"3802",12.2,13.4,"Bus River St @ West St","Boston",0,0
"3803",70.3,69.5,"Bus River St opp Way St","Boston",0,0
"3804",3,14.2,"Bus Beacon St @ Fairmount Ave","Boston",0,0
"3805",1.3,0.4,"Bus Beacon St @ Albion St","Boston",0,0
"3806",0.5,0.6,"Bus Beacon St @ Metropolitan Ave","Boston",0,0
"3807",0.2,0.1,"Bus Metropolitan Ave @ Highland St","Boston",0,0
"3808",2.6,1.4,"Bus Summit St @ Metropolitan Ave","Milton",0,0
"3809",2.7,3.9,"Bus Summit St @ Milton Ave","Boston",0,0
"3810",2.2,0.3,"Bus Milton Ave @ Highland St","Boston",0,0
"3811",0.2,0,"Bus Highland St @ Albion St","Boston",0,0
"3812",2.9,2.2,"Bus Highland St @ Fairmount Ave","Boston",0,0
"3813",1.1,1.6,"Bus 17 Pond St","Boston",0,0
"3814",9.1,6.4,"Bus Williams St @ Summit St","Boston",0,0
"3815",6.7,6.6,"Bus Washington St @ Dana Ave","Boston",0,0
"3816",24,27,"Bus Washington St @ Garfield Ave","Boston",0,0
"3817",4.4,8.5,"Bus Washington St @ Chittick Rd","Boston",0,0
"3818",22.3,28.1,"Bus Washington St @ Woodglen Rd","Boston",0,0
"3819",5,4.9,"Bus Washington St @ Faraday St","Boston",0,0
"3820",10.6,8.1,"Bus Washington St @ Needham Rd","Boston",0,0
"3821",71.4,70.3,"Bus Truman Hwy @ Wakefield Ave","Boston",0,0
"3822",9.1,11.3,"Bus Truman Hwy @ Tyler St","Boston",0,0
"3823",10.9,10.4,"Bus Truman Hwy @ Chittick Rd","Boston",0,0
"3824",5,4.9,"Bus Truman Hwy @ Dana Ave","Boston",0,0
"3825",9.6,10.2,"Bus Truman Hwy @ Williams Ave","Boston",0,0
"3826",22.9,17.1,"Bus Fairmount Ave @ Truman Hwy","Boston",0,0
"3827",117.4,112.4,"Bus Cummins Hwy @ Washington St","Boston",0,0
"3828",46.2,52.2,"Bus Cummins Hwy @ Sycamore St","Boston",0,0
"3829",3.8,5.7,"Bus 93 Cummins Hwy opp Sherwood St","Boston",0,0
"3830",14.8,17.3,"Bus Cummins Hwy @ Brown Ave","Boston",0,0
"3831",42.3,35,"Bus Cummins Hwy @ Rowe St","Boston",0,0
"3832",36.6,46,"Bus Cummins Hwy @ Hyde Park Ave","Boston",0,0
"3833",30.4,29.9,"Bus Cummins Hwy @ Rowe St","Boston",0,0
"3834",10,13.5,"Bus Cummins Hwy @ Brown Ave","Boston",0,0
"3835",5.1,8.6,"Bus Cummins Hwy @ Sherwood St","Boston",0,0
"3836",11.4,18.5,"Bus Cummins Hwy @ Sycamore St","Boston",0,0
"3837",2.2,3.3,"Bus Cummins Hwy @ Florence St","Boston",0,0
"3838",307.4,291.5,"Bus Hyde Park Ave @ Clay Street","Boston",0,0
"3839",65.4,84,"Bus Hyde Park Ave @ Harvard Ave","Boston",0,0
"3840",391.3,396.5,"Bus Hyde Park Ave @ West St","Boston",0,0
"3841",284.6,243.3,"Bus Hyde Park Ave @ Westminster St","Boston",0,0
"3842",269.8,267.2,"Bus Hyde Park Ave @ Thatcher St","Boston",0,0
"3843",284.8,290.5,"Bus 942 Hyde Park Ave","Boston",0,0
"3844",154.5,139.7,"Bus Hyde Park Ave @ Collins Street","Boston",0,0
"3845",167.9,165.8,"Bus Hyde Park Ave @ American Legion Hwy","Boston",0,0
"3846",106.5,111.4,"Bus Hyde Park Ave @ Ramsdell Ave","Boston",0,0
"3847",418.6,378.9,"Bus Hyde Park Ave @ Cummins Hwy","Boston",0,0
"3848",52,49,"Bus 512 Hyde Park Ave","Boston",0,0
"3849",183.1,170.7,"Bus Hyde Park Ave @ Mt Hope St","Boston",0,0
"3850",42.4,37.7,"Bus Hyde Park Ave opp Walk Hill St","Boston",0,0
"3851",186.6,169.9,"Bus Hyde Park Ave @ Cummins Hwy","Boston",0,0
"3852",31.4,28.9,"Bus Hyde Park Ave opp Ramsdell Ave","Boston",0,0
"3853",102,72.4,"Bus Hyde Park Ave opp American Legion Hwy","Boston",0,0
"3854",75.7,84.7,"Bus Hyde Park Ave @ Willow Ave","Boston",0,0
"3855",53.4,46.4,"Bus Hyde Park Ave @ Greenwood Ave","Boston",0,0
"3856",36.8,34.1,"Bus Hyde Park Ave @ Westminster St","Boston",0,0
"3857",42.4,44.6,"Bus Hyde Park Ave @ West St","Boston",0,0
"3858",7.4,4,"Bus Hyde Park Ave opp Webster St","Boston",0,0
"3859",17,17.1,"Bus Hyde Park Ave @ Winthrop St","Boston",0,0
"3860",11,9.8,"Bus River St @ Ernest Ave","Boston",0,0
"3861",2.6,2.7,"Bus River St @ Vallaro Rd","Boston",0,0
"3862",3.5,3.3,"Bus River St @ Norton St","Boston",0,0
"3863",2.9,3.1,"Bus River St @ Neponset Valley Pkwy","Boston",0,0
"3864",2.9,1.7,"Bus Turtle Pond Pkwy @ Fairview Ave","Boston",0,0
"3865",4.6,4.1,"Bus Turtle Pond Pkwy @ Bajko Rink","Boston",0,0
"3866",3.2,4,"Bus Turtle Pond Pkwy @ Alwin St","Boston",0,0
"3867",99.6,92.8,"Bus Dedham Pkwy @ Georgetowne Dr","Boston",0,0
"3868",4.5,4.6,"Bus Alwin St @ Dedham Pkwy","Boston",0,0
"3869",25,28.5,"Bus Alwin St @ Leighton Rd","Boston",0,0
"3870",44.8,38.6,"Bus Alwin St @ Turtle Pond Pkwy","Boston",0,0
"3871",3.5,6.7,"Bus 272 Reservation Rd opp Brainard St","Boston",0,0
"3872",10.5,8.3,"Bus Reservation Rd @ Thompson St","Boston",0,0
"3873",40,43,"Bus Reservation Rd @ River St","Boston",0,0
"3874",167.8,164.6,"Bus Franklin St @ Devonshire St","Boston",0,0
"3875",99.7,92.6,"Bus Washington St @ Essex St","Boston",0,0
"3876",920.3,921.7,"Bus Essex St @ Atlantic Ave","Boston",0.1,0.1
"3877",0.8,0.7,"Bus Kneeland St @ Washington St","Boston",0,0
"3878",541.1,612.2,"Bus Devonshire St @ Milk St","Boston",0.1,0.1
"3879",29.1,35.9,"Bus Lincoln St @ Essex St","Boston",0,0
"3880",1039.5,1161.6,"Bus Federal St @ Franklin St","Boston",0.1,0.1
"3881",623.2,547.8,"Bus Chinatown Gate","Boston",0.1,0.1
"3882",1155.6,1115.2,"Bus Summer St @ South Station - Red Line entrance","Boston",0.1,0.1
"3883",309,291.3,"Bus Washington St @ Tufts Med Ctr","Boston",0,0
"3884",202.8,197.9,"Bus Washington St @ Essex St","Boston",0,0
"3885",2.7,3.2,"Bus Corporation Way","Medford",0,0
"3886",368.9,408.9,"Bus S Huntington Ave @ Perkins St","Boston",0,0
"3887",259.8,254.6,"Bus S Huntington Ave @ Bynner St","Boston",0,0
"3888",89,93.5,"Bus S Huntington Ave @ VA Hospital","Boston",0,0
"3889",259.5,279.4,"Bus S Huntington Ave @ Huntington Ave","Boston",0,0
"3890",27.7,23.6,"Bus Common St opp Middle St","Waltham",0,0
"3891",100.4,98.8,"Bus Union St @ Exchange St","Lynn",0,0
"3892",0,0.2,"Bus Nahant St @ W Baltimore St","Lynn",0,0
"3893",0,0,"Bus Nahant St opp Ocean St","Lynn",0,0
"3894",0,0,"Bus Nahant St @ Tudor St","Lynn",0,0
"3895",0,0,"Bus 27 Beach Rd","Lynn",0,0
"3896",0,0,"Bus Lynnway Rotary @ Nahant Rd","Nahant",0,0
"3897",0.1,0,"Bus Nahant Rd opp Wilson Rd","Nahant",0,0
"3898",0,0,"Bus Nahant Rd opp Little Nahant Rd","Nahant",0,0
"3899",0.2,0.2,"Bus Castle Rd @ Ward Rd","Nahant",0,0
"3900",2.5,0.4,"Bus Opp 50 Castle Rd","Nahant",0,0
"3901",1.9,0.9,"Bus Castle Rd @ Harborview Rd","Nahant",0,0
"3902",0,0.1,"Bus Castle Rd opp Wendell Rd","Nahant",0,0
"3903",0.4,0.7,"Bus Castle Rd @ Phillips Rd","Nahant",0,0
"3904",0.2,0.1,"Bus Flash Rd opp Foxhill Rd","Nahant",0,0
"3905",0.1,0.1,"Bus Flash Rd @ Spring Rd","Nahant",0,0
"3906",0,0,"Bus Spring Rd @ Coolidge Rd","Nahant",0,0
"3907",0,0,"Bus Spring Rd @ Emerald Rd","Nahant",0,0
"3908",0.1,0.4,"Bus Emerald Rd @ Pond St","Nahant",0,0
"3909",0.1,0.4,"Bus Emerald Rd @ Ocean St","Nahant",0,0
"3910",0.4,0.1,"Bus Willow Rd @ Valley Rd","Nahant",0,0
"3911",0.7,2.1,"Bus Willow Rd @ Summer St","Nahant",0,0
"3912",0,0,"Bus Wharf St @ Willow Rd","Nahant",0,0
"3913",0,0,"Bus Wharf St opp Desmond Dr","Nahant",0,0
"3914",0,0,"Bus Wharf St @ Walton Rd","Nahant",0,0
"3915",0.1,0.4,"Bus Wharf St @ Nahant Rd","Nahant",0,0
"3916",0.5,0.8,"Bus Nahant Rd @ Village Store","Nahant",0,0
"3917",0.2,0.4,"Bus Nahant Rd @ Summer St","Nahant",0,0
"3918",0.6,3,"Bus Nahant Rd @ Winter St","Nahant",0,0
"3919",1.3,0.7,"Bus Nahant Rd @ Ocean St","Nahant",0,0
"3920",0,0,"Bus Nahant Rd opp Tallwood Rd","Nahant",0,0
"3921",0,0,"Bus Nahant Rd @ Pond St","Nahant",0,0
"3922",1.5,1,"Bus Nahant Rd @ High St","Nahant",0,0
"3923",0,0,"Bus Nahant Rd @ Antigo Way","Nahant",0,0
"3924",0.4,0.2,"Bus Nahant Rd @ Spring Rd","Nahant",0,0
"3925",0.1,0.6,"Bus Nahant Rd @ Castle Rd","Nahant",0,0
"3926",0,1,"Bus Nahant Rd @ Little Nahant Rd","Nahant",0,0
"3927",0.1,0.4,"Bus Nahant Rd @ Wilson Rd","Nahant",0,0
"3928",4.4,2,"Bus Lynnway @ Surfside Rd","Lynn",0,0
"3929",1.2,1.7,"Bus Lynnway @ Newhall St","Lynn",0,0
"3930",109.9,114.1,"Bus Market St @ Liberty St","Lynn",0,0
"3931",20.8,18.4,"Bus N Common St @ Franklin St","Lynn",0,0
"3932",78.4,49.3,"Bus Franklin St @ Hanover St","Lynn",0,0
"3933",26.6,30,"Bus Franklin St @ Laighton St","Lynn",0,0
"3934",8.2,8.6,"Bus Franklin St @ Lyman St","Lynn",0,0
"3935",43,42.1,"Bus Franklin St @ Western Ave","Lynn",0,0
"3936",26.8,25.5,"Bus N Franklin St @ Boston St","Lynn",0,0
"3937",39.4,27,"Bus Boston St @ New Park St","Lynn",0,0
"3938",27.4,25,"Bus Boston St @ Grove St","Lynn",0,0
"3939",18.7,16.4,"Bus Boston St @ Moulton St","Lynn",0,0
"3940",2.6,3.4,"Bus Boston St @ N Federal St","Lynn",0,0
"3941",11.2,15.7,"Bus Boston St @ Childs St","Lynn",0,0
"3942",18.7,12.5,"Bus Boston St opp Cottage St","Lynn",0,0
"3943",1.7,0.8,"Bus Boston St @ Myrtle St","Lynn",0,0
"3944",1.4,1.7,"Bus Myrtle St @ Wilfred St","Lynn",0,0
"3945",0,0,"Bus Myrtle St @ Woodbine St","Lynn",0,0
"3946",3.1,4.6,"Bus Myrtle St @ Holyoke St","Lynn",0,0
"3947",3.9,1,"Bus Holyoke St opp Gardiner St","Lynn",0,0
"3948",8.7,5.9,"Bus Holyoke St opp Thorpe Rd","Lynn",0,0
"3949",0.8,0,"Bus Holyoke St @ O'Callaghan Way","Lynn",0,0
"3950",14.8,13.3,"Bus O'Callaghan Way @ Holyoke St","Lynn",0,0
"3951",226.2,203.2,"Bus Tremont St opp Temple Pl","Boston",0,0
"3952",72.9,80.2,"Bus Albany St opp Randall St","Boston",0,0
"3953",166.2,189.1,"Bus Albany St opp E Concord St","Boston",0,0
"3954",56.2,69.1,"Bus Albany St opp E Newton St","Boston",0,0
"3955",18.3,26.9,"Bus 540 Albany St opp Wareham St","Boston",0,0
"3956",12.9,13.5,"Bus Albany St opp Randolph St","Boston",0,0
"3957",0.4,0.3,"Bus High St @ Duck Lane","Hingham",0,0
"3958",3.2,0.2,"Bus Southampton St @ Newmarket St","Boston",0,0
"3959",15.9,22.6,"Bus Albany St @ Randolph St","Boston",0,0
"3960",6,10.7,"Bus Albany St @ Wareham St","Boston",0,0
"3961",3,3,"Bus Albany St @ E Dedham St","Boston",0,0
"3962",64.1,78.6,"Bus Albany St opp Boston Medical","Boston",0,0
"3963",52.2,57,"Bus Harrison Ave @ E Newton St","Boston",0,0
"3964",11.6,21.3,"Bus TradeCenter 128","Woburn",0,0
"3965",0.9,0.6,"Bus E 1st St @ P St","Boston",0,0
"3966",4.7,3.7,"Bus E 1st St opp O St","Boston",0,0
"3967",158.6,154,"Bus E 1st St @ O St","Boston",0,0
"3968",9.9,12.5,"Bus Albany St @ Randall St","Boston",0,0
"3969",1.6,1.8,"Bus Melnea Cass Blvd @ Harrison Ave","Boston",0,0
"3970",328.5,322.3,"Bus Columbus Ave @ Weld Ave - Egleston Sq","Boston",0,0
"3971",23.8,16.5,"Bus American Legion Hwy @ Blue Hill Ave","Boston",0,0
"3972",14.7,8.3,"Bus American Legion Hwy opp Franklin Hill Ave","Boston",0,0
"3973",10.7,9.1,"Bus American Legion Hwy @ Canterbury St","Boston",0,0
"3974",4.8,2.6,"Bus American Legion Hwy @ Walk Hill St","Boston",0,0
"3975",2.9,4.8,"Bus Opp 684 American Legion Hwy","Boston",0,0
"3976",1.2,0.8,"Bus American Legion Hwy @ Stella Rd","Boston",0,0
"3977",2.7,2.5,"Bus American Legion Hwy @ Cummins Hwy","Boston",0,0
"3978",2.9,1.2,"Bus Opp 950 American Legion Hwy","Boston",0,0
"3979",16.2,19.9,"Bus American Legion Hwy opp Kingbird Rd","Boston",0,0
"3980",2.4,3.8,"Bus Circuit Dr @ Glen Ln","Boston",0,0
"3981",96.8,124.5,"Bus Morton St @ Evans St","Boston",0,0
